8.266 0.000
7.749 0.12
6.525 0.2
5.636 0.18
4.133 0.23
3.540 0.27
3.440 0.28
3.350 0.27
3.290 0.27
3.260 0.27
3.180 0.26
3.100 0.26
3.020 0.26
2.950 0.22
2.880 0.21
2.820 0.205
2.760 0.203
2.700 0.20
2.480 0.16
2.066 0.03
1.771 0.0002
1.700 0.0
